t,wall,x,y,z,heading,region,clock_hour,weather,frame_ms,physics_ms,dead_travel_m,nearest_poi_dist_m,input_context
0.63,2026-08-27 17:03:05,0.00,0.00,0.00,0.0,grandpas_village,0.00,,9.593,2.581,0.00,,title
1.56,2026-08-27 17:03:06,0.00,0.00,0.00,0.0,grandpas_village,0.00,,106.736,18.375,0.00,,title
2.08,2026-08-27 17:03:07,0.00,0.00,0.00,0.0,grandpas_village,0.00,,106.736,18.375,0.00,,title
2.73,2026-08-27 17:03:08,0.00,0.00,0.00,0.0,grandpas_village,0.00,,113.616,72.649,0.00,,title
